,Comment
241,뉴진스 안 좋아했었는데 사건 터지고 애들한테 마음이 감. 나이가 어린지도 몰랐는데 저 어린 나이에 데뷔하고 준비하는 게 얼마나 힘들었을까 생각하니까 너무 대견함. 나오면 다 투표해줄 거임.
242,이 시기에 눈치 안 보고 뉴진스가 나올 수 있는 방송이라는 거 자체가 명수옹의 인비저블 썸띵이 느껴지네요
243,민지 할명수 다 챙겨보는 찐 깨스였구나ㅋㅋㅋ애들 조곤조곤 말하는 거만 들어도 몽글몽글해졌는데 토론 시작하니까 단호해지는 거 보고 빵터짐ㅋㅋㅋㅋ
244,애기들아 부디 상처받을 거 덜 받고 덜 아팠으면 좋겠다 힘든 순간들이 있는 만큼 더욱 더 배로 행복하길 기도할게 그저 너희는 영원토록 찬란히 빛나
245,진짜 각자 개성이 너무 확실하고 모든 가식없이 솔직하고 따뜻하고 착하고 예쁘고 귀엽고 사랑스러운 우리 뉴진스 아가들 잘 챙겨주셔서 감사합니다. 명수옹님. 울 애기들 많이 응원해주세요.
246,근데 뉴진스는 정말 멤버들끼리 사이가 좋다는게 보임. 오래오래 봤으면하는 예쁜팀
247,이 시점에 출연하게 해준거 정말.....최고에요 ㅠㅠㅠㅠㅠㅠ 뉴진스 아직 젊으니깐 고난과 상처를 딛고(?)일어나!!!!!!!!!
248,저번에 아이유도 그렇고 민지 반응 보면 명수옹이 얼마나 따뜻한 사람인지가 느껴진다
249,일 터진 후 같은데… 출연하는 게 반가워 기다렸고 처음부터 끝까지 보고 나니 박명수 아저씨가 너무나 대단히 멋진 사람이란 걸 느꼈어요.
250,박명수가 이렇게 리액션이 큰 사람은 아닌거 같은데 진짜 영상이 너무 따뜻해… 애들이 착하고 이쁘니까 그런가봄 ㅠ아유 예뻐…
251,얘넨 꾸밈이 1도 없어보이고 진심 그들 모습들을 보여주는거같아서 넘 호감임
252,뉴진스 애들은 애들 자체가 맑고 건강해서 인위적이지가 않아 정말로 보고 있음 눈이 정화되는거같다
253,알고보면 마음 따뜻한 그저 맞말만하는 명수옹..울동네 가게들 요즘 뉴진스 노래만 나옴 거짓말 안하는 길보드차트
254,호감이었다가 잠깐 무관심했었는데 이제 평생 응원할 예정
255,세상에…이 탑 애들이 런닝맨도 아닌 여기서 이렇게 재밌어 하는거 보는데 왜케 짠하냐 너무이뻐 상처받지마 얘들아
256,이번 썸네일 제목은  '뉴진스 의리있네'
257,박명수 좋아한걸 후회한 적 없어 뉴진스 좋아한걸 후회한 적 없어  사랑해 영원해 알러븈ㅋㅋㅋㅋㅋㅋㅋ
258,할명수 한번 출연했다고 예능력 일취월장한거 너무 귀여워 ㅋㅋㅋㅋㅋ 명수형 늘 가족처럼 대해주셔서 감사합니다!
259,분명 재밌는 분위기에 다들 웃고 있는데 왜 눈물이 날 거 같지
260,박명수님 말만 거칠고 그렇지 맘 따뜻하고 남들 잘 도와주는 분인거 익히 알고있음!! 묭수횽 더더 흥하고 뉴진스도 더욱더 흥해라!!
261,이렇게 예쁘고 선해보이는 애들 인사를 안받아줬단거지?
262,와 민지생일 챙겨준거 내가 다 감동이다.. 너무 세심한 명수옹 ㅠㅠ 뉴진스 행복하고 잘돼라
263,원래 어려울때 챙겨주는 사람이 오래 기억에 남지
264,다시 보는데 너무 따수워... 명수아저씨 그리고 제작진분들 정말 감사해요. 정말 너무나 감사합니다.  그리고 우리 혜인이! 건강히 나아서 다음에는 같이 출연하자! 보고싶어!!
265,’뉴진스 아빠 박명수 입니다‘하는데 찡함 엄마는 누군지 아는데 ㅠㅠ
266,보는내내 진짜 순수하고 이쁜 딸래미들같고 왤케 짠하기도하고 ㅠ 박명수님이 아주그냥 ㅠ 애들 오구오구하는 모습 너무 좋네유 ㅠ
267,할명수 뉴진스 처음 출연했던 영상 4분53초에 민지가 딸기케이크 먹고 싶다규 했었는데 진짜 딸기케이크 사줬네 명수옹 너무 갬동쓰
268,혜인이가 없어서 아쉽지만 이 조합 다시 볼 수 있어서 너무 조타 ㅜ 삼촌과 조카 느낌 ㅋㅋ  민지 생일 챙겨주는거 진짜 스윗한듯 이번 뉴진스 컴백 많관부-!!
269,결국 응원하는 언니오빠삼촌아빠엄마 빽있는 뉴진스가 이겨  ㅋㅋㅋㅋㅋㅋ완숙앜ㅋㅋㅋㅋㅋㅋㅋ
270,아이고 애들이 사람 그 자체로 예쁜 애들이네.
271,민지가 참 생각이 깊어보이네 ... 팀에 없어서는 안될 기둥같은 느낌이다
272,애들 완숙 반숙 말할 할 때 입술 개귀여움
273,역시 명수옹은 화 좀 내줘야 재밌오 게임 넘 열심히 하셔서 귀여우ㅠㅠㅋㅋㅋㅋㅋㅋ뉴진스는 매일매일 귀요오 ♡
274,다니엘 진짜 성격 개웃긴다 ㅋㅋㅋ 옛날이랑 똑같은 맑은 광기
275,다니엘을 보면 사람이 참 저렇게 맑고 사랑스러울 수가 잇나
276,이 시기에 뉴진스 웃는거 볼수 있게 해줘서 감사함돠 할명수 쵝오
277,더 자주 나와줘 할명수는 먼가 편안해 정말
278,이 맑은 애들이 인사 하는데 어떻게 안받아주냐 ㅜㅜ
279,재밌죠 홍보는 팬이 해야한다는걸 이번에 깨닫네요 뉴진스 채널에 진스진이라는 자체 예능이 있는데 이렇게 맑은 모습으로 항상 까르르 하고 있었습니다 후회없으실거에요
280,박명수 이정도면 진짜 신기 있는거아님? ㄷㄷㄷ
281,진짜 뉴진스보면 눈이 편안함ㅠ
282,할명수 x 뉴진스  너무 좋다..힐링조합
283,박명수..... 민지 생일을 미리 축하해주는 모습. 난 아무 상관도 없는데.... 눈물이 왜 날까요? 민지가 모습을 보니까 짠.... 함이 밀려 오네요.
284,근데 민지 이영상에서 왤케 예쁨???? 진짜 웃는거만봐도 내 기분이 다좋아져ㅋㅋㅋㅋㅋ...
285,얘네를 보면 너무행복해......할명수랑 궁합쩐다 ㅠㅋㅋㅋㅋ
286,지금 이거 뉴진스팬도 아닌데 5번째 보고 있음 그냥 명수랑 뉴진스랑 케미 잘맞고 영상의 모든게 조화롭게 흘러감 그런데 혜인이 못나온건 아쉽..ㅠㅜ
287,독기 뉴진스를 예언한 명수님  ㅋㅋㅋㅋㅋ 다들 너무 재밌다
288,다시봐도 ㅠㅠ 명수옹이 진짜아빠맘으로 애들 편하게해주는게 느껴짐
289,다시보니까 너무 좋다 작년쯤에 할명수 나왔을때 봤었는데 그 사이에 더 성숙해 진 것 같네 뉴진스 파이팅
290,뉴진스 항상 행복하자 순수한 웃음 잃지않았으면 좋겠다
291,명수옹식 챙김이랑... 위로랑 .. . 작은것에서 세심함 보이는거 넘 하.... 찐 뉴진스 압쥐 같아여... 하이브 그냥 명수옹이 사장해
292,Myungsoo is so nice to prepare cake for Minji's birthday and also the members made Hyein feel she's with them by calling her and also Minji & Hanni naming their team Hyein
293,뉴진스는 진짜 보고만있어도 뭔가 행복해져 진짜응원한다
294,얘들은 왤케 착하고 순수해보이냐.. 명수옹도 방송이니까 투덜대는데 귀여워하는게 보임 ㅋㅋ 얘들아 행복하자 항상 응원할게
295,뉴진스는 딱 그나이대 애들 같은게 장점같아요ㅋㅋㅋㅋ 잘 웃고 애들끼리 친해보여서 너무 호감임 할명수에서 보게돼서 더 반가워요!!
296,어떻게 이렇게 다 다르게 귀엽고 사랑스러운지 모르겠음... 뉴진스애기들 진짜절대지켜 뉴진스애비도 진짜 넘 편안하고 투박하면서 친절한 진행 채채고
297,옹졸한 하이브가 담기엔 너무 크고 아름답고 맑은 아이들. 어른들의 욕심에 휘둘리지 말고 꿋꿋하게 너희의 길을 개척해나가렴
298,뉴진스는 그냥 보기만해도 힐링이다.. 이런아이돌 반드시 지켜
299,뉴진스 아가들아~자극적인 언플에도 흔들리지않고 진실을 가려서 볼줄아는 사람들도 많다는걸 기억해!! 힘내자!!
300,할명수는 모든 아이돌들 나오면 정말 부담없이 즐겁게 방송하다가 가는듯 그만큼 명수님도 편안하게 대해주니.. 아이브편도 그렇고 있지편도 그렇고 진짜 재밌나봐요ㅋㅋ..
301,명수옹 진짜 조카들 보는거같은눈빛이라 내마음도 훈훈해진다
302,뉴진스 멤버 중에 누가 재일 좋아하냐고 물어보면 답 못할 정도로 다 똑같이 너무 예쁘고 사랑스럽다.. 다 이렇게 예쁠수가 있나.. 너무 사랑 많이 받고 자란 애들 같아서 볼때마다 기분 좋아지고 행복하다  다른 사람들 뭐라해도 뉴진스 여전히 사랑을 할거고 재발재발 우리 이쁜 뉴진스한테 이 어른들의 싸움이 피해 안주면 좋겠다 ㅠㅠ 한니 민지 다니엘 해린 혜인 사랑한다
303,진짜 뉴진스 인간성도 사랑스럽고 예능 나올때마다 거짓처럼 꾸미는것 같지도 않아서 더 사랑스럽다. 표정에 그냥 그 나이대 아이다운 순수함이 가득한데 어른들이 너무 미안하다.
304,명수형이 같은 편인게 존나 든든하면 개추 ㅋㅋㅋ
305,예쁜 친구들  박명수님 뉴진스 두번째 초대해주셔서 고맙습니다  신선한 게임도 많이 준비하셨네 은근 스윗하셔 민지가 먹고싶어하던 딸기케이크도 준비해주시고 정말이지 박명수님 후배친구들이 너무 좋아할거같아요 씩씩하고 발랄한 뉴진스와 무심한듯 잘해주는 박명수님을 응원합니다 뉴진스 친구들이 지금처럼만 밝게 잘 성장해 나갔으면 좋겠다 혜인이도 잘 쉬고 다리 나았으면 ㅠㅠ
306,관련 업종에서 일하면서 많은 연예인분들과 접하게되는데 뉴진스분들은 다섯분다 예의바르고 인사도 매번 직원들한테 잘하고 즐겁게 컨택했던 기억이있어서 좋았어요 갑질하고 함부로 대하시는 분들도 있는데 그냥 순수 예의바름 그자체였어서 이번사태가 안타깝더라구요 진짜 할말하않인데..하..ㅋㅋㅋㅋ많은 얘기를 못하는게 아쉽네요 진짜 응원하고 있어요 더잘되었음좋겠고 많은분들이 깊게 생각하고 깨닫는게 많길 바래요 뉴진스 화이팅..!
307,다니엘은 완전히 명수옹쪽으로 몸을 틀어 앉았네 공감 무쳤다
308,저도모르게 아빠미소를 지으면서 보게되네요
309,처음 나온 예능이 여기였대.... 괜차나 안나와도 너네가 젤 잘나가 영원하자 새로운청바지
310,너무이쁘고 주위 상황에 휘둘리지말기를… 뉴진스 너네가 제일 이쁘고 너네가 제일이야
311,아이들의 진심을 지키고 더 자라나길 바라는 것은 당연한 어른의 마음입니다.  사리사욕에 눈이 멀어서 여기와서 그저 이득을 위한 이야기를 하시는 분들은 잘 아는 어른답게 법에 따라서 자신의 권리를 펼칠 수 있는 주주총회에 가서 이야기 해주세요   혜인님도 어서 회복하셔서 완전체로 다같이 또 할명수 나와서 재미있게 놀아주세요 !!
312,원래 관심없엇는데 이렇게 순수하고 보는것만으로도 기분좋아지는 아이들인줄 몰랏네 이런 밝은 아이들이 얼마나 마음이 복잡하고 힘들지.. 앞으로 승승장구햇으면 좋겟다 진심으로 응원한다
313,정말 이때까지 본 아이돌 중에 제일 맑고 순수한것 같아 ㅜ귀여워
314,애들 다 너무 사랑스러워서 잇몸 개방하면서 봤네. 얘들아 올 한해 좋은 일만 있기를..
315,박명수 진짜 짱이다....... 보는데 감동받음 ㅠㅠ 애들 너무 잘 챙겨주는거 같고 민지 생일 미리 챙겨준게 진짜 감동 ㅠ 그리고 예능 별로 안해봤다는 말 들으니까 너무 마음 아픔 딴 아이돌들은 홍보 차원으로 예능 많이 나가는데 뉴진스는 하이브 개저씨들 때문에 못나가고 홍보도 못하고.. 그치만 그 어느 아이돌보다도 더 뜨고 유명해져서 망정이지 만약 하이브의 통제 때문에 홍보도 못하고 예능도 못나가고 인기도 없는 그냥 아는 사람만 아는 망돌이 됐으면 어쩔뻔 했어.. 근데 애들이 다 워낙 끼가 넘쳐서 어차피 떴을 애들같음  다들 넘 이쁘고 보기만 해도 기분 좋아지고 응원하게 됨ㅜㅜ뉴진스 민희진 어도어 모두 화이팅!!
316,다니엘이랑 토크할 때 무슨 애기랑 대화하는 것 같음 ㅠㅠㅠㅠㅠㅠ
317,30분이 3분 처럼 지나갔네요 ㅋㅋㅋㅋㅋㅋ  뉴진스 친구들 어른들 싸움에 휘말리지 말고 항상 건강하고 좋은 활동만 했으면 좋겠네요 ㅠㅠ
318,박명수아저씨가 저렇게 보드랍게 대해주다니 놀랍다
319,희진님의 기자회견을 통해 입덕한 40대 아저씨팬입니다. 이전까진 온리 아이유였지만 지금은 뉴진스 덕분에 하루하루 행복하네요. 승승장구하길 기도해 .^^
320,대중도 다 눈이 있고 마음이 있어요.  누가봐도 착하고 열심히 사는 친구들인데 할명수 나와서 재밌게 잘해줘서 기특하고 고맙고 할명수도 그런 뉴진스 배려하고 어른답게 대해주시니까 보기도 좋고 마음도 따숩다요
321,명수형 존경합니다. 뉴진스 사랑합니다.  민희진 대표가 꼬옥 우리 뉴진스 이끌어 주시길 부처님께 기원합니다.  필승 뉴진스 필승 버니즈 필승 대한민국의 HONESTY
322,얘들아 응원한다 언제나 너희 편이야
323,마음은 심란할텐데 애써 웃어보이는 뉴진스멤버들 너무 이쁘고 짠하고 대견한 모습에 자동으로 눈물이 나네요ㅠㅠ 뉴진스 화이팅 !!! 할명수 건강하세요 ㅎㅎㅎㅎ
324,나 왜 갑자기 눈물이 나지 이아기들이 행복했음 좋겟어......
325,예능을 이렇게 잘하는데 공중파에서도 자주 보고싶다 그리고 박명수님 너무 다정하시고 잘 챙겨주시네요ㅎㅎ 할명수도 뉴진스도 항상 잘되길 응원합니다🩵
326,희한하게 지나고 보면 약자 옆에 명수옹이 있었다...
327,本当に仲良くてホワホワしててとっても良い子たちで見ながら泣いてるよ newjeans大好き
328,명수옹 제작진분들 뉴진스랑 같이 해주시는거 너무 고마워요!뉴진스랑 민대표님 힘내세요!진짜 기죽지말고 늘 행복하시길!!!
329,명수옹은 정말 좋은MC인게 게스트들을 편안하게하는 매력이 크심 이미지는 차가운데 따뜻한분이라 게스트들이 무장해제하고 할명수오면 다들 즐거워하는게 보임 뉴진스는 열심이고 솔직하고 귀여워 갈수록 더 호감! 오늘도 꿀잼 팔명수
330,뭔가 뉴진스가 나온 예능같은 느낌에서 할명수에서 표정이 제일 좋은 것 같아
331,평소에 뉴진스 자컨을 보던 사람들은 알지 얘들은 캐릭터가 찐으로 무해한 성격들이라 보는 자체로 힐링이 됨 예능에 나오면 나올수록 호감도는 올라갈거임
332,썸네일에 뉴진스 의리있네가 모든걸 내포한다. 잘 뽑았네
333,애들아 우리는 언제나 응원하고 안떠나 늘 응원했지만 지금은 더더응원한다는걸 알아줘 🥹
334,울 애들 한번 나와봤다고 좀 더 말 잘하는 거 귀엽고 대견하다 ㅠㅠ
335,사랑한다얘들아혜인이 없어서 아쉽지만 얼른 푹 쉬고 나아서 완전체 보고싶어 걱정말고 행복만해ㅠ
336,뉴진스 의리있네 ㅋㅋㅋ 역시 할명수 제목도 센스넘침. 뉴진스 다가올 컴백 축하하고 진심으로 응원한다
337,박명수님 뉴진스 멤버들 아껴주시는게 다 보여서 너무 좋다...
338,하루도 안됐는데... 100만넘었다~ 할명수
339,깜짝 놀라는 해린이영상은 진짜 유니크하다. ㄷ ㄷ
340,어떻게 흘러갈진 모르겠지만 그저 저 아이들을 오래 보고싶다ㅠ
341,한평생 남돌만 파왔던 사람인데 작년 대학축제에서 유일하게 실물 본 걸그룹이 뉴진스라 그 후 호감 됐는데 요즘 들어 더욱 극호호호감 되어서 뉴진스 영상이 알고리즘에 뜨네.. 세상 무해해보여 좋다 컴백 역대급으로 대박나길🥹
342,난 끝까지 너희들 응원한다 늘 축복이 가득하길^-^
343,마지막끝나는 멘트  뉴진스 앞으로도많이 사랑해주세요~ 걱정말아요 앞으로도 많이 사랑해줄게요 뉴진스
344,혼잡한 사태를 다 떠나서..  아직 너무 어린 뉴진스가  더 이상 상처받지 않길 심적으로 많이 힘들겠지만 많은 사람들이 너흴 응원해 힘내자!
345,뉴진스 아기들이 다 편안해보여서 너무 좋당
346,근데 진짜 다니엘 민지 명수옹 타격감 오지넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뉴진스 몇 번 더 나와주라 제발 너무 웃겨
347,혜인이 챙겨주시구 민지 생일도 축하해주셔서 감사해요 ㅜㅜ 진짜 감동............... 🥹🥹 박명수씨만수무강하세요
348,밍지 얼굴형 실화니 어쩜 굴곡이 흠잡을데 없이 완벽하니..
349,보면서 내내 흐뭇하게 웃고있는 내모습.  4명다 어쩜 이리 각각 이쁘냐
